Block_ID Block_group Grid_point_ID Pos_x Pos_y Pos_z Disp_x Disp_y Disp_z
22 brick 131 234.497 0 2123.63 0 0 0
22 brick 132 234.497 65 2123.63 0 0 0
23 brick 133 450.756 0 2021.93 0 0 0
23 brick 134 450.756 65 2021.93 0 0 0
23 brick 135 405.405 0 2060.74 0 0 0
23 brick 136 405.405 65 2060.74 0 0 0
23 brick 137 450.756 0 2102.69 0 0 0
23 brick 138 450.756 65 2102.69 0 0 0
24 brick 139 156.331 0 2123.63 0 0 0
24 brick 140 156.331 65 2123.63 0 0 0
24 brick 141 120.182 0 2053.03 0 0 0
24 brick 142 120.182 65 2053.03 0 0 0
24 brick 143 78.166 0 2123.63 0 0 0
24 brick 144 78.166 65 2123.63 0 0 0
25 brick 145 383.292 0 1825.35 0 0 0
25 brick 146 383.292 65 1825.35 0 0 0
25 brick 147 315.749 0 1790.05 0 0 0
25 brick 148 315.749 65 1790.05 0 0 0
25 brick 149 316.717 0 1864.27 0 0 0
25 brick 150 316.717 65 1864.27 0 0 0
26 brick 151 315.749 0 1790.05 0 0 0
26 brick 152 315.749 65 1790.05 0 0 0
26 brick 153 250.239 0 1826.97 0 0 0
26 brick 154 250.239 65 1826.97 0 0 0
26 brick 155 316.717 0 1864.27 0 0 0
26 brick 156 316.717 65 1864.27 0 0 0
27 brick 157 151.12 0 1612.16 0 0 0
27 brick 158 151.12 65 1612.16 0 0 0
27 brick 159 197.255 0 1677.11 0 0 0
27 brick 160 197.255 65 1677.11 0 0 0
27 brick 161 229.286 0 1612.16 0 0 0
27 brick 162 229.286 65 1612.16 0 0 0
28 brick 163 250.239 0 1826.97 0 0 0
28 brick 164 250.239 65 1826.97 0 0 0
28 brick 165 186.127 0 1866.27 0 0 0
28 brick 166 186.127 65 1866.27 0 0 0
28 brick 167 250.808 0 1902.31 0 0 0
28 brick 168 250.808 65 1902.31 0 0 0
29 brick 169 229.286 0 1612.16 0 0 0
29 brick 170 229.286 65 1612.16 0 0 0
29 brick 171 271.133 0 1680 0 0 0
29 brick 172 271.133 65 1680 0 0 0
29 brick 173 307.452 0 1612.16 0 0 0
29 brick 174 307.452 65 1612.16 0 0 0
30 brick 175 450.756 0 1785.64 0 0 0
30 brick 176 450.756 65 1785.64 0 0 0
30 brick 177 381.001 0 1739.43 0 0 0
30 brick 178 381.001 65 1739.43 0 0 0
30 brick 179 383.292 0 1825.35 0 0 0
30 brick 180 383.292 65 1825.35 0 0 0
31 brick 181 450.756 0 1785.64 0 0 0
31 brick 182 450.756 65 1785.64 0 0 0
31 brick 183 383.292 0 1825.35 0 0 0
31 brick 184 383.292 65 1825.35 0 0 0
31 brick 185 450.756 0 1863.41 0 0 0
31 brick 186 450.756 65 1863.41 0 0 0
32 brick 187 250.239 0 1826.97 0 0 0
32 brick 188 250.239 65 1826.97 0 0 0
32 brick 189 183.279 0 1795.6 0 0 0
32 brick 190 183.279 65 1795.6 0 0 0
32 brick 191 186.127 0 1866.27 0 0 0
32 brick 192 186.127 65 1866.27 0 0 0
33 brick 193 250.239 0 1826.97 0 0 0
33 brick 194 250.239 65 1826.97 0 0 0
33 brick 195 250.808 0 1902.31 0 0 0
33 brick 196 250.808 65 1902.31 0 0 0
33 brick 197 316.717 0 1864.27 0 0 0
33 brick 198 316.717 65 1864.27 0 0 0
34 brick 199 450.756 0 1707.88 0 0 0
34 brick 200 450.756 65 1707.88 0 0 0
34 brick 201 404.552 0 1670.82 0 0 0
34 brick 202 404.552 65 1670.82 0 0 0
34 brick 203 381.001 0 1739.43 0 0 0
34 brick 204 381.001 65 1739.43 0 0 0
35 brick 205 186.127 0 1866.27 0 0 0
35 brick 206 186.127 65 1866.27 0 0 0
35 brick 207 185.863 0 1938.14 0 0 0
35 brick 208 185.863 65 1938.14 0 0 0
35 brick 209 250.808 0 1902.31 0 0 0
35 brick 210 250.808 65 1902.31 0 0 0
36 brick 211 120.182 0 2053.03 0 0 0
36 brick 212 120.182 65 2053.03 0 0 0
36 brick 213 176.351 0 2000.78 0 0 0
36 brick 214 176.351 65 2000.78 0 0 0
36 brick 215 121.766 0 1974.69 0 0 0
36 brick 216 121.766 65 1974.69 0 0 0
37 brick 217 450.756 0 1944.17 0 0 0
37 brick 218 450.756 65 1944.17 0 0 0
37 brick 219 383.178 0 1993.04 0 0 0
37 brick 220 383.178 65 1993.04 0 0 0
37 brick 221 450.756 0 2021.93 0 0 0
37 brick 222 450.756 65 2021.93 0 0 0
38 brick 223 383.292 0 1825.35 0 0 0
38 brick 224 383.292 65 1825.35 0 0 0
38 brick 225 381.001 0 1739.43 0 0 0
38 brick 226 381.001 65 1739.43 0 0 0
38 brick 227 315.749 0 1790.05 0 0 0
38 brick 228 315.749 65 1790.05 0 0 0
39 brick 229 315.268 0 2123.63 0 0 0
39 brick 230 315.268 65 2123.63 0 0 0
39 brick 231 348.902 0 2062.43 0 0 0
39 brick 232 348.902 65 2062.43 0 0 0
39 brick 233 274.882 0 2055.94 0 0 0
39 brick 234 274.882 65 2055.94 0 0 0
40 brick 235 0 0 1905.28 0 0 0
40 brick 236 0 65 1905.28 0 0 0
40 brick 237 61.6785 0 1869.39 0 0 0
40 brick 238 61.6785 65 1869.39 0 0 0
40 brick 239 0 0 1833.5 0 0 0
40 brick 240 0 65 1833.5 0 0 0
41 brick 241 201.895 0 2056.71 0 0 0
41 brick 242 201.895 65 2056.71 0 0 0
41 brick 243 176.351 0 2000.78 0 0 0
41 brick 244 176.351 65 2000.78 0 0 0
41 brick 245 120.182 0 2053.03 0 0 0
41 brick 246 120.182 65 2053.03 0 0 0
42 brick 247 315.749 0 1790.05 0 0 0
42 brick 248 315.749 65 1790.05 0 0 0
42 brick 249 243.154 0 1746.98 0 0 0
42 brick 250 243.154 65 1746.98 0 0 0
42 brick 251 250.239 0 1826.97 0 0 0
42 brick 252 250.239 65 1826.97 0 0 0
43 brick 253 151.12 0 1612.16 0 0 0
43 brick 254 151.12 65 1612.16 0 0 0
43 brick 255 118.229 0 1684.26 0 0 0
43 brick 256 118.229 65 1684.26 0 0 0
43 brick 257 197.255 0 1677.11 0 0 0
43 brick 258 197.255 65 1677.11 0 0 0
44 brick 259 118.229 0 1684.26 0 0 0
44 brick 260 118.229 65 1684.26 0 0 0
44 brick 261 171.36 0 1733.57 0 0 0
44 brick 262 171.36 65 1733.57 0 0 0
44 brick 263 197.255 0 1677.11 0 0 0
44 brick 264 197.255 65 1677.11 0 0 0
45 brick 265 0 0 1977.07 0 0 0
45 brick 266 0 65 1977.07 0 0 0
45 brick 267 61.7264 0 1941.35 0 0 0
45 brick 268 61.7264 65 1941.35 0 0 0
45 brick 269 0 0 1905.28 0 0 0
45 brick 270 0 65 1905.28 0 0 0
46 brick 271 316.717 0 1864.27 0 0 0
46 brick 272 316.717 65 1864.27 0 0 0
46 brick 273 316.322 0 1939.67 0 0 0
46 brick 274 316.322 65 1939.67 0 0 0
46 brick 275 383.49 0 1904.96 0 0 0
46 brick 276 383.49 65 1904.96 0 0 0
47 brick 277 0 0 1833.5 0 0 0
47 brick 278 0 65 1833.5 0 0 0
47 brick 279 60.8636 0 1797.56 0 0 0
47 brick 280 60.8636 65 1797.56 0 0 0
47 brick 281 0 0 1761.72 0 0 0
47 brick 282 0 65 1761.72 0 0 0
48 brick 283 185.863 0 1938.14 0 0 0
48 brick 284 185.863 65 1938.14 0 0 0
48 brick 285 246.201 0 1985.2 0 0 0
48 brick 286 246.201 65 1985.2 0 0 0
48 brick 287 250.808 0 1902.31 0 0 0
48 brick 288 250.808 65 1902.31 0 0 0
49 brick 289 0 0 1761.72 0 0 0
49 brick 290 0 65 1761.72 0 0 0
49 brick 291 60.1502 0 1725.54 0 0 0
49 brick 292 60.1502 65 1725.54 0 0 0
49 brick 293 0 0 1689.93 0 0 0
49 brick 294 0 65 1689.93 0 0 0
50 brick 295 183.279 0 1795.6 0 0 0
50 brick 296 183.279 65 1795.6 0 0 0
50 brick 297 122.588 0 1832.8 0 0 0
50 brick 298 122.588 65 1832.8 0 0 0
50 brick 299 186.127 0 1866.27 0 0 0
50 brick 300 186.127 65 1866.27 0 0 0
51 brick 301 0 0 1905.28 0 0 0
51 brick 302 0 65 1905.28 0 0 0
51 brick 303 61.7264 0 1941.35 0 0 0
51 brick 304 61.7264 65 1941.35 0 0 0
51 brick 305 61.6785 0 1869.39 0 0 0
51 brick 306 61.6785 65 1869.39 0 0 0
52 brick 307 61.6785 0 1869.39 0 0 0
52 brick 308 61.6785 65 1869.39 0 0 0
52 brick 309 60.8636 0 1797.56 0 0 0
52 brick 310 60.8636 65 1797.56 0 0 0
52 brick 311 0 0 1833.5 0 0 0
52 brick 312 0 65 1833.5 0 0 0
53 brick 313 250.808 0 1902.31 0 0 0
53 brick 314 250.808 65 1902.31 0 0 0
53 brick 315 316.322 0 1939.67 0 0 0
53 brick 316 316.322 65 1939.67 0 0 0
53 brick 317 316.717 0 1864.27 0 0 0
53 brick 318 316.717 65 1864.27 0 0 0
54 brick 319 250.239 0 1826.97 0 0 0
54 brick 320 250.239 65 1826.97 0 0 0
54 brick 321 243.154 0 1746.98 0 0 0
54 brick 322 243.154 65 1746.98 0 0 0
54 brick 323 183.279 0 1795.6 0 0 0
54 brick 324 183.279 65 1795.6 0 0 0
55 brick 325 0 0 1761.72 0 0 0
55 brick 326 0 65 1761.72 0 0 0
55 brick 327 60.8636 0 1797.56 0 0 0
55 brick 328 60.8636 65 1797.56 0 0 0
55 brick 329 60.1502 0 1725.54 0 0 0
55 brick 330 60.1502 65 1725.54 0 0 0
56 brick 331 246.201 0 1985.2 0 0 0
56 brick 332 246.201 65 1985.2 0 0 0
56 brick 333 316.322 0 1939.67 0 0 0
56 brick 334 316.322 65 1939.67 0 0 0
56 brick 335 250.808 0 1902.31 0 0 0
56 brick 336 250.808 65 1902.31 0 0 0
57 brick 337 72.955 0 1612.16 0 0 0
57 brick 338 72.955 65 1612.16 0 0 0
57 brick 339 118.229 0 1684.26 0 0 0
57 brick 340 118.229 65 1684.26 0 0 0
57 brick 341 151.12 0 1612.16 0 0 0
57 brick 342 151.12 65 1612.16 0 0 0
58 brick 343 120.182 0 2053.03 0 0 0
58 brick 344 120.182 65 2053.03 0 0 0
58 brick 345 121.766 0 1974.69 0 0 0
58 brick 346 121.766 65 1974.69 0 0 0
58 brick 347 59.9919 0 2011.52 0 0 0
58 brick 348 59.9919 65 2011.52 0 0 0
59 brick 349 383.178 0 1993.04 0 0 0
59 brick 350 383.178 65 1993.04 0 0 0
59 brick 351 315.525 0 2007 0 0 0
59 brick 352 315.525 65 2007 0 0 0
59 brick 353 348.902 0 2062.43 0 0 0
59 brick 354 348.902 65 2062.43 0 0 0
60 brick 355 186.127 0 1866.27 0 0 0
60 brick 356 186.127 65 1866.27 0 0 0
60 brick 357 123.388 0 1904.57 0 0 0
60 brick 358 123.388 65 1904.57 0 0 0
60 brick 359 185.863 0 1938.14 0 0 0
60 brick 360 185.863 65 1938.14 0 0 0
61 brick 361 0 0 2048.85 0 0 0
61 brick 362 0 65 2048.85 0 0 0
61 brick 363 59.9919 0 2011.52 0 0 0
61 brick 364 59.9919 65 2011.52 0 0 0
61 brick 365 0 0 1977.07 0 0 0
61 brick 366 0 65 1977.07 0 0 0
62 brick 367 0 0 1977.07 0 0 0
62 brick 368 0 65 1977.07 0 0 0
62 brick 369 59.9919 0 2011.52 0 0 0
62 brick 370 59.9919 65 2011.52 0 0 0
62 brick 371 61.7264 0 1941.35 0 0 0
62 brick 372 61.7264 65 1941.35 0 0 0
63 brick 373 450.756 0 1627.12 0 0 0
63 brick 374 450.756 65 1627.12 0 0 0
63 brick 375 404.552 0 1670.82 0 0 0
63 brick 376 404.552 65 1670.82 0 0 0
63 brick 377 450.756 0 1707.88 0 0 0
63 brick 378 450.756 65 1707.88 0 0 0
64 brick 379 307.452 0 1612.16 0 0 0
64 brick 380 307.452 65 1612.16 0 0 0
64 brick 381 271.133 0 1680 0 0 0
64 brick 382 271.133 65 1680 0 0 0
64 brick 383 345.037 0 1674.16 0 0 0
64 brick 384 345.037 65 1674.16 0 0 0
65 brick 385 61.7264 0 1941.35 0 0 0
65 brick 386 61.7264 65 1941.35 0 0 0
65 brick 387 123.388 0 1904.57 0 0 0
65 brick 388 123.388 65 1904.57 0 0 0
65 brick 389 61.6785 0 1869.39 0 0 0
65 brick 390 61.6785 65 1869.39 0 0 0
66 brick 391 183.279 0 1795.6 0 0 0
66 brick 392 183.279 65 1795.6 0 0 0
66 brick 393 119.359 0 1761.58 0 0 0
66 brick 394 119.359 65 1761.58 0 0 0
66 brick 395 122.588 0 1832.8 0 0 0
66 brick 396 122.588 65 1832.8 0 0 0
67 brick 397 59.9919 0 2011.52 0 0 0
67 brick 398 59.9919 65 2011.52 0 0 0
67 brick 399 121.766 0 1974.69 0 0 0
67 brick 400 121.766 65 1974.69 0 0 0
67 brick 401 61.7264 0 1941.35 0 0 0
67 brick 402 61.7264 65 1941.35 0 0 0
68 brick 403 121.766 0 1974.69 0 0 0
68 brick 404 121.766 65 1974.69 0 0 0
68 brick 405 123.388 0 1904.57 0 0 0
68 brick 406 123.388 65 1904.57 0 0 0
68 brick 407 61.7264 0 1941.35 0 0 0
68 brick 408 61.7264 65 1941.35 0 0 0
69 brick 409 274.882 0 2055.94 0 0 0
69 brick 410 274.882 65 2055.94 0 0 0
69 brick 411 315.525 0 2007 0 0 0
69 brick 412 315.525 65 2007 0 0 0
69 brick 413 246.201 0 1985.2 0 0 0
69 brick 414 246.201 65 1985.2 0 0 0
70 brick 415 186.127 0 1866.27 0 0 0
70 brick 416 186.127 65 1866.27 0 0 0
70 brick 417 122.588 0 1832.8 0 0 0
70 brick 418 122.588 65 1832.8 0 0 0
70 brick 419 123.388 0 1904.57 0 0 0
70 brick 420 123.388 65 1904.57 0 0 0
71 brick 421 123.388 0 1904.57 0 0 0
71 brick 422 123.388 65 1904.57 0 0 0
71 brick 423 122.588 0 1832.8 0 0 0
71 brick 424 122.588 65 1832.8 0 0 0
71 brick 425 61.6785 0 1869.39 0 0 0
71 brick 426 61.6785 65 1869.39 0 0 0
72 brick 427 61.6785 0 1869.39 0 0 0
72 brick 428 61.6785 65 1869.39 0 0 0
72 brick 429 122.588 0 1832.8 0 0 0
72 brick 430 122.588 65 1832.8 0 0 0
72 brick 431 60.8636 0 1797.56 0 0 0
72 brick 432 60.8636 65 1797.56 0 0 0
73 brick 433 185.863 0 1938.14 0 0 0
73 brick 434 185.863 65 1938.14 0 0 0
73 brick 435 123.388 0 1904.57 0 0 0
73 brick 436 123.388 65 1904.57 0 0 0
73 brick 437 121.766 0 1974.69 0 0 0
73 brick 438 121.766 65 1974.69 0 0 0
74 brick 439 122.588 0 1832.8 0 0 0
74 brick 440 122.588 65 1832.8 0 0 0
74 brick 441 119.359 0 1761.58 0 0 0
74 brick 442 119.359 65 1761.58 0 0 0
74 brick 443 60.8636 0 1797.56 0 0 0
74 brick 444 60.8636 65 1797.56 0 0 0
75 brick 445 243.154 0 1746.98 0 0 0
75 brick 446 243.154 65 1746.98 0 0 0
75 brick 447 171.36 0 1733.57 0 0 0
75 brick 448 171.36 65 1733.57 0 0 0
75 brick 449 183.279 0 1795.6 0 0 0
75 brick 450 183.279 65 1795.6 0 0 0
76 brick 451 60.8636 0 1797.56 0 0 0
76 brick 452 60.8636 65 1797.56 0 0 0
76 brick 453 119.359 0 1761.58 0 0 0
76 brick 454 119.359 65 1761.58 0 0 0
76 brick 455 60.1502 0 1725.54 0 0 0
76 brick 456 60.1502 65 1725.54 0 0 0
77 brick 457 78.166 0 2123.63 0 0 0
77 brick 458 78.166 65 2123.63 0 0 0
77 brick 459 53.9282 0 2070.72 0 0 0
77 brick 460 53.9282 65 2070.72 0 0 0
77 brick 461 0 0 2120.64 0 0 0
77 brick 462 0 65 2120.64 0 0 0
78 brick 463 0 0 1618.15 0 0 0
78 brick 464 0 65 1618.15 0 0 0
78 brick 465 53.9035 0 1667.4 0 0 0
78 brick 466 53.9035 65 1667.4 0 0 0
78 brick 467 72.955 0 1612.16 0 0 0
78 brick 468 72.955 65 1612.16 0 0 0
79 brick 469 0 0 1689.93 0 0 0
79 brick 470 0 65 1689.93 0 0 0
79 brick 471 53.9035 0 1667.4 0 0 0
79 brick 472 53.9035 65 1667.4 0 0 0
79 brick 473 0 0 1618.15 0 0 0
79 brick 474 0 65 1618.15 0 0 0
80 brick 475 345.037 0 1674.16 0 0 0
80 brick 476 345.037 65 1674.16 0 0 0
80 brick 477 313.374 0 1725.41 0 0 0
80 brick 478 313.374 65 1725.41 0 0 0
80 brick 479 381.001 0 1739.43 0 0 0
80 brick 480 381.001 65 1739.43 0 0 0
81 brick 481 0 0 2120.64 0 0 0
81 brick 482 0 65 2120.64 0 0 0
81 brick 483 53.9282 0 2070.72 0 0 0
81 brick 484 53.9282 65 2070.72 0 0 0
81 brick 485 0 0 2048.85 0 0 0
81 brick 486 0 65 2048.85 0 0 0
82 brick 487 246.201 0 1985.2 0 0 0
82 brick 488 246.201 65 1985.2 0 0 0
82 brick 489 315.525 0 2007 0 0 0
82 brick 490 315.525 65 2007 0 0 0
82 brick 491 316.322 0 1939.67 0 0 0
82 brick 492 316.322 65 1939.67 0 0 0
83 brick 493 348.902 0 2062.43 0 0 0
83 brick 494 348.902 65 2062.43 0 0 0
83 brick 495 315.525 0 2007 0 0 0
83 brick 496 315.525 65 2007 0 0 0
83 brick 497 274.882 0 2055.94 0 0 0
83 brick 498 274.882 65 2055.94 0 0 0
84 brick 499 316.322 0 1939.67 0 0 0
84 brick 500 316.322 65 1939.67 0 0 0
84 brick 501 315.525 0 2007 0 0 0
84 brick 502 315.525 65 2007 0 0 0
84 brick 503 383.178 0 1993.04 0 0 0
84 brick 504 383.178 65 1993.04 0 0 0
85 brick 505 185.863 0 1938.14 0 0 0
85 brick 506 185.863 65 1938.14 0 0 0
85 brick 507 176.351 0 2000.78 0 0 0
85 brick 508 176.351 65 2000.78 0 0 0
85 brick 509 246.201 0 1985.2 0 0 0
85 brick 510 246.201 65 1985.2 0 0 0
86 brick 511 381.001 0 1739.43 0 0 0
86 brick 512 381.001 65 1739.43 0 0 0
86 brick 513 313.374 0 1725.41 0 0 0
86 brick 514 313.374 65 1725.41 0 0 0
86 brick 515 315.749 0 1790.05 0 0 0
86 brick 516 315.749 65 1790.05 0 0 0
87 brick 517 345.037 0 1674.16 0 0 0
87 brick 518 345.037 65 1674.16 0 0 0
87 brick 519 404.552 0 1670.82 0 0 0
87 brick 520 404.552 65 1670.82 0 0 0
87 brick 521 388.223 0 1612.16 0 0 0
87 brick 522 388.223 65 1612.16 0 0 0
88 brick 523 315.749 0 1790.05 0 0 0
88 brick 524 315.749 65 1790.05 0 0 0
88 brick 525 313.374 0 1725.41 0 0 0
88 brick 526 313.374 65 1725.41 0 0 0
88 brick 527 243.154 0 1746.98 0 0 0
88 brick 528 243.154 65 1746.98 0 0 0
89 brick 529 388.223 0 1612.16 0 0 0
89 brick 530 388.223 65 1612.16 0 0 0
89 brick 531 404.552 0 1670.82 0 0 0
89 brick 532 404.552 65 1670.82 0 0 0
89 brick 533 450.756 0 1627.12 0 0 0
89 brick 534 450.756 65 1627.12 0 0 0
90 brick 535 393.434 0 2123.63 0 0 0
90 brick 536 393.434 65 2123.63 0 0 0
90 brick 537 405.405 0 2060.74 0 0 0
90 brick 538 405.405 65 2060.74 0 0 0
90 brick 539 348.902 0 2062.43 0 0 0
90 brick 540 348.902 65 2062.43 0 0 0
91 brick 541 120.182 0 2053.03 0 0 0
91 brick 542 120.182 65 2053.03 0 0 0
91 brick 543 53.9282 0 2070.72 0 0 0
91 brick 544 53.9282 65 2070.72 0 0 0
91 brick 545 78.166 0 2123.63 0 0 0
91 brick 546 78.166 65 2123.63 0 0 0
92 brick 547 243.154 0 1746.98 0 0 0
92 brick 548 243.154 65 1746.98 0 0 0
92 brick 549 313.374 0 1725.41 0 0 0
92 brick 550 313.374 65 1725.41 0 0 0
92 brick 551 271.133 0 1680 0 0 0
92 brick 552 271.133 65 1680 0 0 0
93 brick 553 271.133 0 1680 0 0 0
93 brick 554 271.133 65 1680 0 0 0
93 brick 555 313.374 0 1725.41 0 0 0
93 brick 556 313.374 65 1725.41 0 0 0
93 brick 557 345.037 0 1674.16 0 0 0
93 brick 558 345.037 65 1674.16 0 0 0
94 brick 559 60.1502 0 1725.54 0 0 0
94 brick 560 60.1502 65 1725.54 0 0 0
94 brick 561 53.9035 0 1667.4 0 0 0
94 brick 562 53.9035 65 1667.4 0 0 0
94 brick 563 0 0 1689.93 0 0 0
94 brick 564 0 65 1689.93 0 0 0
95 brick 565 450.756 0 2102.69 0 0 0
95 brick 566 450.756 65 2102.69 0 0 0
95 brick 567 405.405 0 2060.74 0 0 0
95 brick 568 405.405 65 2060.74 0 0 0
95 brick 569 393.434 0 2123.63 0 0 0
95 brick 570 393.434 65 2123.63 0 0 0
96 brick 571 118.229 0 1684.26 0 0 0
96 brick 572 118.229 65 1684.26 0 0 0
96 brick 573 53.9035 0 1667.4 0 0 0
96 brick 574 53.9035 65 1667.4 0 0 0
96 brick 575 60.1502 0 1725.54 0 0 0
96 brick 576 60.1502 65 1725.54 0 0 0
97 brick 577 72.955 0 1612.16 0 0 0
97 brick 578 72.955 65 1612.16 0 0 0
97 brick 579 53.9035 0 1667.4 0 0 0
97 brick 580 53.9035 65 1667.4 0 0 0
97 brick 581 118.229 0 1684.26 0 0 0
